Phase,Total_time_s,Speed_kmh
Extra-High3,1633,106.1
Extra-High3,1634,105.8
Extra-High3,1635,105.7
Extra-High3,1636,105.7
Extra-High3,1637,105.6
Extra-High3,1638,105.3
Extra-High3,1639,104.9
Extra-High3,1640,104.4
Extra-High3,1641,104
Extra-High3,1642,103.8
Extra-High3,1643,103.9
Extra-High3,1644,104.4
Extra-High3,1645,105.1
Extra-High3,1646,106.1
Extra-High3,1647,107.2
Extra-High3,1648,108.5
Extra-High3,1649,109.9
Extra-High3,1650,111.3
Extra-High3,1651,112.7
Extra-High3,1652,113.9
Extra-High3,1653,115
Extra-High3,1654,116
Extra-High3,1655,116.8
Extra-High3,1656,117.6
Extra-High3,1657,118.4
Extra-High3,1658,119.2
Extra-High3,1659,120
Extra-High3,1660,120.8
Extra-High3,1661,121.6
Extra-High3,1662,122.3
Extra-High3,1663,123.1
Extra-High3,1664,123.8
Extra-High3,1665,124.4
Extra-High3,1666,125
Extra-High3,1667,125.4
Extra-High3,1668,125.8
Extra-High3,1669,126.1
Extra-High3,1670,126.4
Extra-High3,1671,126.6
Extra-High3,1672,126.7
Extra-High3,1673,126.8
Extra-High3,1674,126.9
Extra-High3,1675,126.9
Extra-High3,1676,126.9
Extra-High3,1677,126.8
Extra-High3,1678,126.6
Extra-High3,1679,126.3
Extra-High3,1680,126
Extra-High3,1681,125.7
Extra-High3,1682,125.6
Extra-High3,1683,125.6
Extra-High3,1684,125.8
Extra-High3,1685,126.2
Extra-High3,1686,126.6
Extra-High3,1687,127
Extra-High3,1688,127.4
Extra-High3,1689,127.6
Extra-High3,1690,127.8
Extra-High3,1691,127.9
Extra-High3,1692,128
Extra-High3,1693,128.1
Extra-High3,1694,128.2
Extra-High3,1695,128.3
Extra-High3,1696,128.4
Extra-High3,1697,128.5
Extra-High3,1698,128.6
Extra-High3,1699,128.6
Extra-High3,1700,128.5
Extra-High3,1701,128.3
Extra-High3,1702,128.1
Extra-High3,1703,127.9
Extra-High3,1704,127.6
Extra-High3,1705,127.4
Extra-High3,1706,127.2
Extra-High3,1707,127
Extra-High3,1708,126.9
Extra-High3,1709,126.8
Extra-High3,1710,126.7
Extra-High3,1711,126.8
Extra-High3,1712,126.9
Extra-High3,1713,127.1
Extra-High3,1714,127.4
Extra-High3,1715,127.7
Extra-High3,1716,128.1
Extra-High3,1717,128.5
Extra-High3,1718,129
Extra-High3,1719,129.5
Extra-High3,1720,130.1
Extra-High3,1721,130.6
Extra-High3,1722,131
Extra-High3,1723,131.2
Extra-High3,1724,131.3
Extra-High3,1725,131.2
Extra-High3,1726,130.7
Extra-High3,1727,129.8
Extra-High3,1728,128.4
Extra-High3,1729,126.5
Extra-High3,1730,124.1
Extra-High3,1731,121.6
Extra-High3,1732,119
Extra-High3,1733,116.5
Extra-High3,1734,114.1
Extra-High3,1735,111.8
Extra-High3,1736,109.5
Extra-High3,1737,107.1
Extra-High3,1738,104.8
Extra-High3,1739,102.5
Extra-High3,1740,100.4
Extra-High3,1741,98.6
Extra-High3,1742,97.2
Extra-High3,1743,95.9
Extra-High3,1744,94.8
Extra-High3,1745,93.8
Extra-High3,1746,92.8
Extra-High3,1747,91.8
Extra-High3,1748,91
Extra-High3,1749,90.2
Extra-High3,1750,89.6
Extra-High3,1751,89.1
Extra-High3,1752,88.6
Extra-High3,1753,88.1
Extra-High3,1754,87.6
Extra-High3,1755,87.1
Extra-High3,1756,86.6
Extra-High3,1757,86.1
Extra-High3,1758,85.5
Extra-High3,1759,85
Extra-High3,1760,84.4
Extra-High3,1761,83.8
Extra-High3,1762,83.2
Extra-High3,1763,82.6
Extra-High3,1764,82
Extra-High3,1765,81.3
Extra-High3,1766,80.4
Extra-High3,1767,79.1
Extra-High3,1768,77.4
Extra-High3,1769,75.1
Extra-High3,1770,72.3
Extra-High3,1771,69.1
Extra-High3,1772,65.9
Extra-High3,1773,62.7
Extra-High3,1774,59.7
Extra-High3,1775,57
Extra-High3,1776,54.6
Extra-High3,1777,52.2
Extra-High3,1778,49.7
Extra-High3,1779,46.8
Extra-High3,1780,43.5
Extra-High3,1781,39.9
Extra-High3,1782,36.4
Extra-High3,1783,33.2
Extra-High3,1784,30.5
Extra-High3,1785,28.3
Extra-High3,1786,26.3
Extra-High3,1787,24.4
Extra-High3,1788,22.5
Extra-High3,1789,20.5
Extra-High3,1790,18.2
Extra-High3,1791,15.5
Extra-High3,1792,12.3
Extra-High3,1793,8.7
Extra-High3,1794,5.2
Extra-High3,1795,0
Extra-High3,1796,0
Extra-High3,1797,0
Extra-High3,1798,0
Extra-High3,1799,0
Extra-High3,1800,0
